window_months,pair,decision_month,decision_date,trailing_start_month,trailing_end_month,forward_start_month,forward_end_month,trailing_diff_pp,forward_diff_pp,quartile,is_top_quartile
3,rd2-rd7,2020-12,2020-12-31,2020-10,2020-12,2021-01,2021-03,-3.02,4.5,Q1,False
3,rd2-rd5,2021-01,2021-01-29,2020-11,2021-01,2021-02,2021-04,8.05,-7.66,Q4,True
3,rd7-rd5,2021-01,2021-01-29,2020-11,2021-01,2021-02,2021-04,-0.08,-4.6,Q2,False
3,rd2-rd7,2021-01,2021-01-29,2020-11,2021-01,2021-02,2021-04,8.12,-3.07,Q4,True
3,rd2-rd5,2021-02,2021-02-26,2020-12,2021-02,2021-03,2021-05,4.82,-4.58,Q4,True
3,rd7-rd5,2021-02,2021-02-26,2020-12,2021-02,2021-03,2021-05,-2.91,-0.02,Q1,False
3,rd2-rd7,2021-02,2021-02-26,2020-12,2021-02,2021-03,2021-05,7.73,-4.55,Q4,True
3,rd2-rd5,2021-03,2021-03-31,2021-01,2021-03,2021-04,2021-06,-3.58,3.39,Q1,False
3,rd7-rd5,2021-03,2021-03-31,2021-01,2021-03,2021-04,2021-06,-8.08,3.9,Q1,False
3,rd2-rd7,2021-03,2021-03-31,2021-01,2021-03,2021-04,2021-06,4.5,-0.51,Q4,True
3,rd2-rd5,2021-04,2021-04-30,2021-02,2021-04,2021-05,2021-07,-7.66,5.99,Q1,False
3,rd7-rd5,2021-04,2021-04-30,2021-02,2021-04,2021-05,2021-07,-4.6,3.08,Q1,False
3,rd2-rd7,2021-04,2021-04-30,2021-02,2021-04,2021-05,2021-07,-3.07,2.91,Q1,False
3,rd2-rd5,2021-05,2021-05-31,2021-03,2021-05,2021-06,2021-08,-4.58,9.4,Q1,False
3,rd7-rd5,2021-05,2021-05-31,2021-03,2021-05,2021-06,2021-08,-0.02,-0.65,Q2,False
3,rd2-rd7,2021-05,2021-05-31,2021-03,2021-05,2021-06,2021-08,-4.55,10.06,Q1,False
3,rd2-rd5,2021-06,2021-06-30,2021-04,2021-06,2021-07,2021-09,3.39,1.92,Q4,True
3,rd7-rd5,2021-06,2021-06-30,2021-04,2021-06,2021-07,2021-09,3.9,0.84,Q4,True
3,rd2-rd7,2021-06,2021-06-30,2021-04,2021-06,2021-07,2021-09,-0.51,1.08,Q2,False
3,rd2-rd5,2021-07,2021-07-30,2021-05,2021-07,2021-08,2021-10,5.99,-2.44,Q4,True
3,rd7-rd5,2021-07,2021-07-30,2021-05,2021-07,2021-08,2021-10,3.08,-1.02,Q4,True
3,rd2-rd7,2021-07,2021-07-30,2021-05,2021-07,2021-08,2021-10,2.91,-1.42,Q4,True
3,rd2-rd5,2021-08,2021-08-31,2021-06,2021-08,2021-09,2021-11,9.4,-9.16,Q4,True
3,rd7-rd5,2021-08,2021-08-31,2021-06,2021-08,2021-09,2021-11,-0.65,-0.98,Q2,False
3,rd2-rd7,2021-08,2021-08-31,2021-06,2021-08,2021-09,2021-11,10.06,-8.18,Q4,True
3,rd2-rd5,2021-09,2021-09-30,2021-07,2021-09,2021-10,2021-12,1.92,-2.65,Q3,False
3,rd7-rd5,2021-09,2021-09-30,2021-07,2021-09,2021-10,2021-12,0.84,0.0,Q3,False
3,rd2-rd7,2021-09,2021-09-30,2021-07,2021-09,2021-10,2021-12,1.08,-2.65,Q3,False
3,rd2-rd5,2021-10,2021-10-29,2021-08,2021-10,2021-11,2022-01,-2.44,-1.83,Q1,False
3,rd7-rd5,2021-10,2021-10-29,2021-08,2021-10,2021-11,2022-01,-1.02,0.0,Q2,False
3,rd2-rd7,2021-10,2021-10-29,2021-08,2021-10,2021-11,2022-01,-1.42,-1.83,Q2,False
3,rd2-rd5,2021-11,2021-11-30,2021-09,2021-11,2021-12,2022-02,-9.16,-1.89,Q1,False
3,rd7-rd5,2021-11,2021-11-30,2021-09,2021-11,2021-12,2022-02,-0.98,0.0,Q2,False
3,rd2-rd7,2021-11,2021-11-30,2021-09,2021-11,2021-12,2022-02,-8.18,-1.89,Q1,False
3,rd2-rd5,2021-12,2021-12-31,2021-10,2021-12,2022-01,2022-03,-2.65,-2.02,Q1,False
3,rd7-rd5,2021-12,2021-12-31,2021-10,2021-12,2022-01,2022-03,0.0,0.0,Q2,False
3,rd2-rd7,2021-12,2021-12-31,2021-10,2021-12,2022-01,2022-03,-2.65,-2.02,Q2,False
3,rd2-rd5,2022-01,2022-01-28,2021-11,2022-01,2022-02,2022-04,-1.83,0.0,Q2,False
3,rd7-rd5,2022-01,2022-01-28,2021-11,2022-01,2022-02,2022-04,0.0,0.0,Q2,False
3,rd2-rd7,2022-01,2022-01-28,2021-11,2022-01,2022-02,2022-04,-1.83,0.0,Q2,False
3,rd2-rd5,2022-02,2022-02-28,2021-12,2022-02,2022-03,2022-05,-1.89,0.0,Q2,False
3,rd7-rd5,2022-02,2022-02-28,2021-12,2022-02,2022-03,2022-05,0.0,0.0,Q2,False
3,rd2-rd7,2022-02,2022-02-28,2021-12,2022-02,2022-03,2022-05,-1.89,0.0,Q2,False
3,rd2-rd5,2022-03,2022-03-31,2022-01,2022-03,2022-04,2022-06,-2.02,1.47,Q2,False
3,rd7-rd5,2022-03,2022-03-31,2022-01,2022-03,2022-04,2022-06,0.0,0.93,Q2,False
3,rd2-rd7,2022-03,2022-03-31,2022-01,2022-03,2022-04,2022-06,-2.02,0.54,Q2,False
3,rd2-rd5,2022-04,2022-04-29,2022-02,2022-04,2022-05,2022-07,0.0,1.7,Q2,False
3,rd7-rd5,2022-04,2022-04-29,2022-02,2022-04,2022-05,2022-07,0.0,1.07,Q2,False
3,rd2-rd7,2022-04,2022-04-29,2022-02,2022-04,2022-05,2022-07,0.0,0.62,Q2,False
3,rd2-rd5,2022-05,2022-05-31,2022-03,2022-05,2022-06,2022-08,0.0,1.34,Q2,False
3,rd7-rd5,2022-05,2022-05-31,2022-03,2022-05,2022-06,2022-08,0.0,1.08,Q2,False
3,rd2-rd7,2022-05,2022-05-31,2022-03,2022-05,2022-06,2022-08,0.0,0.27,Q2,False
3,rd2-rd5,2022-06,2022-06-30,2022-04,2022-06,2022-07,2022-09,1.47,1.27,Q3,False
3,rd7-rd5,2022-06,2022-06-30,2022-04,2022-06,2022-07,2022-09,0.93,1.59,Q3,False
3,rd2-rd7,2022-06,2022-06-30,2022-04,2022-06,2022-07,2022-09,0.54,-0.31,Q3,False
3,rd2-rd5,2022-07,2022-07-29,2022-05,2022-07,2022-08,2022-10,1.7,1.22,Q3,False
3,rd7-rd5,2022-07,2022-07-29,2022-05,2022-07,2022-08,2022-10,1.07,1.53,Q3,False
3,rd2-rd7,2022-07,2022-07-29,2022-05,2022-07,2022-08,2022-10,0.62,-0.3,Q3,False
3,rd2-rd5,2022-08,2022-08-31,2022-06,2022-08,2022-09,2022-11,1.34,-1.52,Q3,False
3,rd7-rd5,2022-08,2022-08-31,2022-06,2022-08,2022-09,2022-11,1.08,-5.18,Q3,False
3,rd2-rd7,2022-08,2022-08-31,2022-06,2022-08,2022-09,2022-11,0.27,3.66,Q3,False
3,rd2-rd5,2022-09,2022-09-30,2022-07,2022-09,2022-10,2022-12,1.27,-1.47,Q3,False
3,rd7-rd5,2022-09,2022-09-30,2022-07,2022-09,2022-10,2022-12,1.59,-6.96,Q3,False
3,rd2-rd7,2022-09,2022-09-30,2022-07,2022-09,2022-10,2022-12,-0.31,5.49,Q2,False
3,rd2-rd5,2022-10,2022-10-31,2022-08,2022-10,2022-11,2023-01,1.22,-2.81,Q3,False
3,rd7-rd5,2022-10,2022-10-31,2022-08,2022-10,2022-11,2023-01,1.53,-7.3,Q3,False
3,rd2-rd7,2022-10,2022-10-31,2022-08,2022-10,2022-11,2023-01,-0.3,4.49,Q2,False
3,rd2-rd5,2022-11,2022-11-30,2022-09,2022-11,2022-12,2023-02,-1.52,0.37,Q2,False
3,rd7-rd5,2022-11,2022-11-30,2022-09,2022-11,2022-12,2023-02,-5.18,-0.37,Q1,False
3,rd2-rd7,2022-11,2022-11-30,2022-09,2022-11,2022-12,2023-02,3.66,0.74,Q4,True
3,rd2-rd5,2022-12,2022-12-30,2022-10,2022-12,2023-01,2023-03,-1.47,1.15,Q2,False
3,rd7-rd5,2022-12,2022-12-30,2022-10,2022-12,2023-01,2023-03,-6.96,-1.39,Q1,False
3,rd2-rd7,2022-12,2022-12-30,2022-10,2022-12,2023-01,2023-03,5.49,2.54,Q4,True
3,rd2-rd5,2023-01,2023-01-31,2022-11,2023-01,2023-02,2023-04,-2.81,-2.22,Q1,False
3,rd7-rd5,2023-01,2023-01-31,2022-11,2023-01,2023-02,2023-04,-7.3,0.93,Q1,False
3,rd2-rd7,2023-01,2023-01-31,2022-11,2023-01,2023-02,2023-04,4.49,-3.15,Q4,True
3,rd2-rd5,2023-02,2023-02-28,2022-12,2023-02,2023-03,2023-05,0.37,6.91,Q3,False
3,rd7-rd5,2023-02,2023-02-28,2022-12,2023-02,2023-03,2023-05,-0.37,1.15,Q2,False
3,rd2-rd7,2023-02,2023-02-28,2022-12,2023-02,2023-03,2023-05,0.74,5.75,Q3,False
3,rd2-rd5,2023-03,2023-03-31,2023-01,2023-03,2023-04,2023-06,1.15,4.67,Q3,False
3,rd7-rd5,2023-03,2023-03-31,2023-01,2023-03,2023-04,2023-06,-1.39,2.79,Q2,False
3,rd2-rd7,2023-03,2023-03-31,2023-01,2023-03,2023-04,2023-06,2.54,1.88,Q3,False
3,rd2-rd5,2023-04,2023-04-28,2023-02,2023-04,2023-05,2023-07,-2.22,12.69,Q2,False
3,rd7-rd5,2023-04,2023-04-28,2023-02,2023-04,2023-05,2023-07,0.93,0.64,Q3,False
3,rd2-rd7,2023-04,2023-04-28,2023-02,2023-04,2023-05,2023-07,-3.15,12.06,Q1,False
3,rd2-rd5,2023-05,2023-05-31,2023-03,2023-05,2023-06,2023-08,6.91,-8.06,Q4,True
3,rd7-rd5,2023-05,2023-05-31,2023-03,2023-05,2023-06,2023-08,1.15,-9.21,Q3,False
3,rd2-rd7,2023-05,2023-05-31,2023-03,2023-05,2023-06,2023-08,5.75,1.15,Q4,True
3,rd2-rd5,2023-06,2023-06-30,2023-04,2023-06,2023-07,2023-09,4.67,-4.86,Q4,True
3,rd7-rd5,2023-06,2023-06-30,2023-04,2023-06,2023-07,2023-09,2.79,-9.33,Q4,True
3,rd2-rd7,2023-06,2023-06-30,2023-04,2023-06,2023-07,2023-09,1.88,4.47,Q3,False
3,rd2-rd5,2023-07,2023-07-31,2023-05,2023-07,2023-08,2023-10,12.69,-3.58,Q4,True
3,rd7-rd5,2023-07,2023-07-31,2023-05,2023-07,2023-08,2023-10,0.64,-8.32,Q3,False
3,rd2-rd7,2023-07,2023-07-31,2023-05,2023-07,2023-08,2023-10,12.06,4.75,Q4,True
3,rd2-rd5,2023-08,2023-08-31,2023-06,2023-08,2023-09,2023-11,-8.06,6.04,Q1,False
3,rd7-rd5,2023-08,2023-08-31,2023-06,2023-08,2023-09,2023-11,-9.21,3.29,Q1,False
3,rd2-rd7,2023-08,2023-08-31,2023-06,2023-08,2023-09,2023-11,1.15,2.75,Q3,False
3,rd2-rd5,2023-09,2023-09-28,2023-07,2023-09,2023-10,2023-12,-4.86,4.17,Q1,False
3,rd7-rd5,2023-09,2023-09-28,2023-07,2023-09,2023-10,2023-12,-9.33,3.37,Q1,False
3,rd2-rd7,2023-09,2023-09-28,2023-07,2023-09,2023-10,2023-12,4.47,0.8,Q4,True
3,rd2-rd5,2023-10,2023-10-31,2023-08,2023-10,2023-11,2024-01,-3.58,1.15,Q1,False
3,rd7-rd5,2023-10,2023-10-31,2023-08,2023-10,2023-11,2024-01,-8.32,2.06,Q1,False
3,rd2-rd7,2023-10,2023-10-31,2023-08,2023-10,2023-11,2024-01,4.75,-0.91,Q4,True
3,rd2-rd5,2023-11,2023-11-30,2023-09,2023-11,2023-12,2024-02,6.04,0.35,Q4,True
3,rd7-rd5,2023-11,2023-11-30,2023-09,2023-11,2023-12,2024-02,3.29,-1.48,Q4,True
3,rd2-rd7,2023-11,2023-11-30,2023-09,2023-11,2023-12,2024-02,2.75,1.83,Q3,False
3,rd2-rd5,2023-12,2023-12-29,2023-10,2023-12,2024-01,2024-03,4.17,0.0,Q4,True
3,rd7-rd5,2023-12,2023-12-29,2023-10,2023-12,2024-01,2024-03,3.37,0.0,Q4,True
3,rd2-rd7,2023-12,2023-12-29,2023-10,2023-12,2024-01,2024-03,0.8,0.0,Q3,False
3,rd2-rd5,2024-01,2024-01-31,2023-11,2024-01,2024-02,2024-04,1.15,0.0,Q3,False
3,rd7-rd5,2024-01,2024-01-31,2023-11,2024-01,2024-02,2024-04,2.06,0.0,Q3,False
3,rd2-rd7,2024-01,2024-01-31,2023-11,2024-01,2024-02,2024-04,-0.91,0.0,Q2,False
3,rd2-rd5,2024-02,2024-02-29,2023-12,2024-02,2024-03,2024-05,0.35,-2.02,Q3,False
3,rd7-rd5,2024-02,2024-02-29,2023-12,2024-02,2024-03,2024-05,-1.48,0.0,Q2,False
3,rd2-rd7,2024-02,2024-02-29,2023-12,2024-02,2024-03,2024-05,1.83,-2.02,Q3,False
3,rd2-rd5,2024-03,2024-03-29,2024-01,2024-03,2024-04,2024-06,0.0,-2.04,Q2,False
3,rd7-rd5,2024-03,2024-03-29,2024-01,2024-03,2024-04,2024-06,0.0,0.0,Q2,False
3,rd2-rd7,2024-03,2024-03-29,2024-01,2024-03,2024-04,2024-06,0.0,-2.04,Q2,False
3,rd2-rd5,2024-04,2024-04-30,2024-02,2024-04,2024-05,2024-07,0.0,-4.64,Q2,False
3,rd7-rd5,2024-04,2024-04-30,2024-02,2024-04,2024-05,2024-07,0.0,0.38,Q2,False
3,rd2-rd7,2024-04,2024-04-30,2024-02,2024-04,2024-05,2024-07,0.0,-5.01,Q2,False
3,rd2-rd5,2024-05,2024-05-31,2024-03,2024-05,2024-06,2024-08,-2.02,-2.78,Q2,False
3,rd7-rd5,2024-05,2024-05-31,2024-03,2024-05,2024-06,2024-08,0.0,-1.79,Q2,False
3,rd2-rd7,2024-05,2024-05-31,2024-03,2024-05,2024-06,2024-08,-2.02,-0.99,Q2,False
3,rd2-rd5,2024-06,2024-06-28,2024-04,2024-06,2024-07,2024-09,-2.04,-1.76,Q2,False
3,rd7-rd5,2024-06,2024-06-28,2024-04,2024-06,2024-07,2024-09,0.0,-0.32,Q2,False
3,rd2-rd7,2024-06,2024-06-28,2024-04,2024-06,2024-07,2024-09,-2.04,-1.44,Q2,False
3,rd2-rd5,2024-07,2024-07-31,2024-05,2024-07,2024-08,2024-10,-4.64,1.72,Q1,False
3,rd7-rd5,2024-07,2024-07-31,2024-05,2024-07,2024-08,2024-10,0.38,-0.77,Q3,False
3,rd2-rd7,2024-07,2024-07-31,2024-05,2024-07,2024-08,2024-10,-5.01,2.49,Q1,False
3,rd2-rd5,2024-08,2024-08-30,2024-06,2024-08,2024-09,2024-11,-2.78,-3.32,Q1,False
3,rd7-rd5,2024-08,2024-08-30,2024-06,2024-08,2024-09,2024-11,-1.79,-5.9,Q2,False
3,rd2-rd7,2024-08,2024-08-30,2024-06,2024-08,2024-09,2024-11,-0.99,2.58,Q2,False
3,rd2-rd5,2024-09,2024-09-30,2024-07,2024-09,2024-10,2024-12,-1.76,-5.55,Q2,False
3,rd7-rd5,2024-09,2024-09-30,2024-07,2024-09,2024-10,2024-12,-0.32,-7.82,Q2,False
3,rd2-rd7,2024-09,2024-09-30,2024-07,2024-09,2024-10,2024-12,-1.44,2.27,Q2,False
3,rd2-rd5,2024-10,2024-10-31,2024-08,2024-10,2024-11,2025-01,1.72,-5.87,Q3,False
3,rd7-rd5,2024-10,2024-10-31,2024-08,2024-10,2024-11,2025-01,-0.77,-8.27,Q2,False
3,rd2-rd7,2024-10,2024-10-31,2024-08,2024-10,2024-11,2025-01,2.49,2.4,Q3,False
3,rd2-rd5,2024-11,2024-11-29,2024-09,2024-11,2024-12,2025-02,-3.32,-8.41,Q1,False
3,rd7-rd5,2024-11,2024-11-29,2024-09,2024-11,2024-12,2025-02,-5.9,-0.84,Q1,False
3,rd2-rd7,2024-11,2024-11-29,2024-09,2024-11,2024-12,2025-02,2.58,-7.56,Q3,False
3,rd2-rd5,2024-12,2024-12-31,2024-10,2024-12,2025-01,2025-03,-5.55,-8.71,Q1,False
3,rd7-rd5,2024-12,2024-12-31,2024-10,2024-12,2025-01,2025-03,-7.82,2.77,Q1,False
3,rd2-rd7,2024-12,2024-12-31,2024-10,2024-12,2025-01,2025-03,2.27,-11.48,Q3,False
3,rd2-rd5,2025-01,2025-01-27,2024-11,2025-01,2025-02,2025-04,-5.87,-9.23,Q1,False
3,rd7-rd5,2025-01,2025-01-27,2024-11,2025-01,2025-02,2025-04,-8.27,2.94,Q1,False
3,rd2-rd7,2025-01,2025-01-27,2024-11,2025-01,2025-02,2025-04,2.4,-12.17,Q3,False
3,rd2-rd5,2025-02,2025-02-28,2024-12,2025-02,2025-03,2025-05,-8.41,2.34,Q1,False
3,rd7-rd5,2025-02,2025-02-28,2024-12,2025-02,2025-03,2025-05,-0.84,0.91,Q2,False
3,rd2-rd7,2025-02,2025-02-28,2024-12,2025-02,2025-03,2025-05,-7.56,1.42,Q1,False
3,rd2-rd5,2025-03,2025-03-31,2025-01,2025-03,2025-04,2025-06,-8.71,3.34,Q1,False
3,rd7-rd5,2025-03,2025-03-31,2025-01,2025-03,2025-04,2025-06,2.77,-2.86,Q4,True
3,rd2-rd7,2025-03,2025-03-31,2025-01,2025-03,2025-04,2025-06,-11.48,6.2,Q1,False
3,rd2-rd5,2025-04,2025-04-30,2025-02,2025-04,2025-05,2025-07,-9.23,4.95,Q1,False
3,rd7-rd5,2025-04,2025-04-30,2025-02,2025-04,2025-05,2025-07,2.94,1.59,Q4,True
3,rd2-rd7,2025-04,2025-04-30,2025-02,2025-04,2025-05,2025-07,-12.17,3.36,Q1,False
3,rd2-rd5,2025-05,2025-05-30,2025-03,2025-05,2025-06,2025-08,2.34,0.34,Q3,False
3,rd7-rd5,2025-05,2025-05-30,2025-03,2025-05,2025-06,2025-08,0.91,2.12,Q3,False
3,rd2-rd7,2025-05,2025-05-30,2025-03,2025-05,2025-06,2025-08,1.42,-1.78,Q3,False
3,rd2-rd5,2025-06,2025-06-30,2025-04,2025-06,2025-07,2025-09,3.34,0.1,Q4,True
3,rd7-rd5,2025-06,2025-06-30,2025-04,2025-06,2025-07,2025-09,-2.86,5.5,Q1,False
3,rd2-rd7,2025-06,2025-06-30,2025-04,2025-06,2025-07,2025-09,6.2,-5.4,Q4,True
3,rd2-rd5,2025-07,2025-07-31,2025-05,2025-07,2025-08,2025-10,4.95,5.09,Q4,True
3,rd7-rd5,2025-07,2025-07-31,2025-05,2025-07,2025-08,2025-10,1.59,13.1,Q3,False
3,rd2-rd7,2025-07,2025-07-31,2025-05,2025-07,2025-08,2025-10,3.36,-8.01,Q4,True
3,rd2-rd5,2025-08,2025-08-29,2025-06,2025-08,2025-09,2025-11,0.34,8.66,Q3,False
3,rd7-rd5,2025-08,2025-08-29,2025-06,2025-08,2025-09,2025-11,2.12,12.01,Q3,False
3,rd2-rd7,2025-08,2025-08-29,2025-06,2025-08,2025-09,2025-11,-1.78,-3.34,Q2,False
3,rd2-rd5,2025-09,2025-09-30,2025-07,2025-09,2025-10,2025-12,0.1,12.54,Q3,False
3,rd7-rd5,2025-09,2025-09-30,2025-07,2025-09,2025-10,2025-12,5.5,12.51,Q4,True
3,rd2-rd7,2025-09,2025-09-30,2025-07,2025-09,2025-10,2025-12,-5.4,0.03,Q1,False
3,rd2-rd5,2025-10,2025-10-31,2025-08,2025-10,2025-11,2026-01,5.09,15.36,Q4,True
3,rd7-rd5,2025-10,2025-10-31,2025-08,2025-10,2025-11,2026-01,13.1,14.16,Q4,True
3,rd2-rd7,2025-10,2025-10-31,2025-08,2025-10,2025-11,2026-01,-8.01,1.2,Q1,False
3,rd2-rd5,2025-11,2025-11-28,2025-09,2025-11,2025-12,2026-02,8.66,11.2,Q4,True
3,rd7-rd5,2025-11,2025-11-28,2025-09,2025-11,2025-12,2026-02,12.01,12.84,Q4,True
3,rd2-rd7,2025-11,2025-11-28,2025-09,2025-11,2025-12,2026-02,-3.34,-1.64,Q1,False
3,rd2-rd5,2025-12,2025-12-31,2025-10,2025-12,2026-01,2026-03,12.54,10.72,Q4,True
3,rd7-rd5,2025-12,2025-12-31,2025-10,2025-12,2026-01,2026-03,12.51,18.79,Q4,True
3,rd2-rd7,2025-12,2025-12-31,2025-10,2025-12,2026-01,2026-03,0.03,-8.07,Q3,False
3,rd2-rd5,2026-01,2026-01-30,2025-11,2026-01,2026-02,2026-04,15.36,5.84,Q4,True
3,rd7-rd5,2026-01,2026-01-30,2025-11,2026-01,2026-02,2026-04,14.16,7.37,Q4,True
3,rd2-rd7,2026-01,2026-01-30,2025-11,2026-01,2026-02,2026-04,1.2,-1.53,Q3,False
3,rd2-rd5,2026-02,2026-02-27,2025-12,2026-02,2026-03,2026-05,11.2,7.13,Q4,True
3,rd7-rd5,2026-02,2026-02-27,2025-12,2026-02,2026-03,2026-05,12.84,7.47,Q4,True
3,rd2-rd7,2026-02,2026-02-27,2025-12,2026-02,2026-03,2026-05,-1.64,-0.34,Q2,False
3,rd2-rd5,2026-03,2026-03-31,2026-01,2026-03,2026-04,2026-06,10.72,2.14,Q4,True
3,rd7-rd5,2026-03,2026-03-31,2026-01,2026-03,2026-04,2026-06,18.79,-2.61,Q4,True
3,rd2-rd7,2026-03,2026-03-31,2026-01,2026-03,2026-04,2026-06,-8.07,4.75,Q1,False
6,rd2-rd5,2014-07,2014-07-31,2014-02,2014-07,2014-08,2015-01,-6.45,-2.32,Q1,False
6,rd7-rd5,2014-07,2014-07-31,2014-02,2014-07,2014-08,2015-01,5.12,-9.43,Q4,True
6,rd2-rd7,2014-07,2014-07-31,2014-02,2014-07,2014-08,2015-01,-11.57,7.11,Q1,False
6,rd2-rd5,2014-08,2014-08-29,2014-03,2014-08,2014-09,2015-02,0.44,-2.56,Q3,False
6,rd7-rd5,2014-08,2014-08-29,2014-03,2014-08,2014-09,2015-02,4.87,-10.4,Q4,True
6,rd2-rd7,2014-08,2014-08-29,2014-03,2014-08,2014-09,2015-02,-4.43,7.84,Q1,False
6,rd2-rd5,2014-09,2014-09-30,2014-04,2014-09,2014-10,2015-03,0.6,1.84,Q3,False
6,rd7-rd5,2014-09,2014-09-30,2014-04,2014-09,2014-10,2015-03,3.27,-4.23,Q4,True
6,rd2-rd7,2014-09,2014-09-30,2014-04,2014-09,2014-10,2015-03,-2.67,6.07,Q2,False
6,rd2-rd5,2014-10,2014-10-31,2014-05,2014-10,2014-11,2015-04,-0.14,2.42,Q3,False
6,rd7-rd5,2014-10,2014-10-31,2014-05,2014-10,2014-11,2015-04,-1.11,9.04,Q2,False
6,rd2-rd7,2014-10,2014-10-31,2014-05,2014-10,2014-11,2015-04,0.97,-6.62,Q3,False
6,rd2-rd5,2014-11,2014-11-28,2014-06,2014-11,2014-12,2015-05,-0.42,1.87,Q3,False
6,rd7-rd5,2014-11,2014-11-28,2014-06,2014-11,2014-12,2015-05,-4.02,15.81,Q2,False
6,rd2-rd7,2014-11,2014-11-28,2014-06,2014-11,2014-12,2015-05,3.6,-13.95,Q3,False
6,rd2-rd5,2014-12,2014-12-31,2014-07,2014-12,2015-01,2015-06,-1.79,-3.43,Q2,False
6,rd7-rd5,2014-12,2014-12-31,2014-07,2014-12,2015-01,2015-06,-10.75,11.05,Q1,False
6,rd2-rd7,2014-12,2014-12-31,2014-07,2014-12,2015-01,2015-06,8.96,-14.48,Q4,True
6,rd2-rd5,2015-01,2015-01-30,2014-08,2015-01,2015-02,2015-07,-2.32,-2.29,Q2,False
6,rd7-rd5,2015-01,2015-01-30,2014-08,2015-01,2015-02,2015-07,-9.43,9.71,Q1,False
6,rd2-rd7,2015-01,2015-01-30,2014-08,2015-01,2015-02,2015-07,7.11,-12.0,Q4,True
6,rd2-rd5,2015-02,2015-02-27,2014-09,2015-02,2015-03,2015-08,-2.56,-8.5,Q2,False
6,rd7-rd5,2015-02,2015-02-27,2014-09,2015-02,2015-03,2015-08,-10.4,-16.49,Q1,False
6,rd2-rd7,2015-02,2015-02-27,2014-09,2015-02,2015-03,2015-08,7.84,7.99,Q4,True
6,rd2-rd5,2015-03,2015-03-31,2014-10,2015-03,2015-04,2015-09,1.84,-7.37,Q3,False
6,rd7-rd5,2015-03,2015-03-31,2014-10,2015-03,2015-04,2015-09,-4.23,-15.06,Q2,False
6,rd2-rd7,2015-03,2015-03-31,2014-10,2015-03,2015-04,2015-09,6.07,7.69,Q4,True
6,rd2-rd5,2015-04,2015-04-30,2014-11,2015-04,2015-05,2015-10,2.42,-7.34,Q3,False
6,rd7-rd5,2015-04,2015-04-30,2014-11,2015-04,2015-05,2015-10,9.04,-23.99,Q4,True
6,rd2-rd7,2015-04,2015-04-30,2014-11,2015-04,2015-05,2015-10,-6.62,16.65,Q1,False
6,rd2-rd5,2015-05,2015-05-29,2014-12,2015-05,2015-06,2015-11,1.87,-1.57,Q3,False
6,rd7-rd5,2015-05,2015-05-29,2014-12,2015-05,2015-06,2015-11,15.81,-20.08,Q4,True
6,rd2-rd7,2015-05,2015-05-29,2014-12,2015-05,2015-06,2015-11,-13.95,18.51,Q1,False
6,rd2-rd5,2015-06,2015-06-30,2015-01,2015-06,2015-07,2015-12,-3.43,3.87,Q1,False
6,rd7-rd5,2015-06,2015-06-30,2015-01,2015-06,2015-07,2015-12,11.05,-19.94,Q4,True
6,rd2-rd7,2015-06,2015-06-30,2015-01,2015-06,2015-07,2015-12,-14.48,23.8,Q1,False
6,rd2-rd5,2015-07,2015-07-31,2015-02,2015-07,2015-08,2016-01,-2.29,0.3,Q2,False
6,rd7-rd5,2015-07,2015-07-31,2015-02,2015-07,2015-08,2016-01,9.71,-9.41,Q4,True
6,rd2-rd7,2015-07,2015-07-31,2015-02,2015-07,2015-08,2016-01,-12.0,9.71,Q1,False
6,rd2-rd5,2015-08,2015-08-31,2015-03,2015-08,2015-09,2016-02,-8.5,5.03,Q1,False
6,rd7-rd5,2015-08,2015-08-31,2015-03,2015-08,2015-09,2016-02,-16.49,9.09,Q1,False
6,rd2-rd7,2015-08,2015-08-31,2015-03,2015-08,2015-09,2016-02,7.99,-4.05,Q4,True
6,rd2-rd5,2015-09,2015-09-30,2015-04,2015-09,2015-10,2016-03,-7.37,2.72,Q1,False
6,rd7-rd5,2015-09,2015-09-30,2015-04,2015-09,2015-10,2016-03,-15.06,7.22,Q1,False
6,rd2-rd7,2015-09,2015-09-30,2015-04,2015-09,2015-10,2016-03,7.69,-4.5,Q4,True
6,rd2-rd5,2015-10,2015-10-30,2015-05,2015-10,2015-11,2016-04,-7.34,3.2,Q1,False
6,rd7-rd5,2015-10,2015-10-30,2015-05,2015-10,2015-11,2016-04,-23.99,4.93,Q1,False
6,rd2-rd7,2015-10,2015-10-30,2015-05,2015-10,2015-11,2016-04,16.65,-1.72,Q4,True
6,rd2-rd5,2015-11,2015-11-30,2015-06,2015-11,2015-12,2016-05,-1.57,-0.9,Q2,False
6,rd7-rd5,2015-11,2015-11-30,2015-06,2015-11,2015-12,2016-05,-20.08,6.45,Q1,False
6,rd2-rd7,2015-11,2015-11-30,2015-06,2015-11,2015-12,2016-05,18.51,-7.35,Q4,True
6,rd2-rd5,2015-12,2015-12-31,2015-07,2015-12,2016-01,2016-06,3.87,-7.75,Q4,True
6,rd7-rd5,2015-12,2015-12-31,2015-07,2015-12,2016-01,2016-06,-19.94,-0.42,Q1,False
6,rd2-rd7,2015-12,2015-12-31,2015-07,2015-12,2016-01,2016-06,23.8,-7.33,Q4,True
