asset,name,sleeve,holding_days,average_weight_when_held,average_weight_all_days
159652.SZ,汇添富中证细分有色金属产业主题ETF,cyclical,0,0.0,0.0
159601.SZ,华夏MSCI中国A50互联互通ETF,overseas_broad,0,0.0,0.0
561380.SH,国泰恒生A股电网设备ETF,manufacturing,0,0.0,0.0
561980.SH,招商中证半导体产业ETF,tmt,0,0.0,0.0
159842.SZ,银华中证全指证券公司ETF,financial,0,0.0,0.0
513060.SH,博时恒生医疗保健ETF(QDII),healthcare,0,0.0,0.0
513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),tmt,0,0.0,0.0
513180.SH,华夏恒生科技ETF(QDII),tmt,0,0.0,0.0
512010.SH,易方达沪深300医药卫生ETF,healthcare,0,0.0,0.0
159530.SZ,易方达国证机器人产业ETF,manufacturing,0,0.0,0.0
159566.SZ,易方达国证新能源电池ETF,energy,0,0.0,0.0
159611.SZ,广发中证全指电力公用事业ETF,utility,0,0.0,0.0
159206.SZ,永赢国证商用卫星通信产业ETF,tmt,0,0.0,0.0
159892.SZ,华夏恒生生物科技ETF(QDII),healthcare,0,0.0,0.0
159593.SZ,平安中证A50ETF,domestic_broad,0,0.0,0.0
159770.SZ,天弘中证机器人ETF,manufacturing,0,0.0,0.0
159851.SZ,华宝中证金融科技主题ETF,financial,0,0.0,0.0
159352.SZ,南方中证A500ETF,domestic_broad,0,0.0,0.0
159740.SZ,大成恒生科技ETF(QDII),tmt,0,0.0,0.0
159755.SZ,广发国证新能源车电池ETF,energy,0,0.0,0.0
159938.SZ,广发中证全指医药卫生ETF,healthcare,0,0.0,0.0
159865.SZ,国泰中证畜牧养殖ETF,consumer,0,0.0,0.0
510210.SH,富国上证综指ETF,domestic_broad,0,0.0,0.0
159845.SZ,华夏中证1000ETF,domestic_broad,0,0.0,0.0
159967.SZ,华夏创业板动量成长ETF,domestic_broad,0,0.0,0.0
588000.SH,华夏上证科创板50成份ETF,domestic_broad,0,0.0,0.0
513980.SH,景顺长城中证港股通科技ETF,tmt,0,0.0,0.0
512170.SH,华宝中证医疗ETF,healthcare,0,0.0,0.0
562500.SH,华夏中证机器人ETF,manufacturing,0,0.0,0.0
513750.SH,广发中证港股通非银行金融主题ETF,financial,0,0.0,0.0
513090.SH,易方达中证香港证券投资主题ETF,financial,0,0.0,0.0
515050.SH,华夏中证5G通信主题ETF,tmt,0,0.0,0.0
512480.SH,国联安中证全指半导体产品与设备ETF,tmt,0,0.0,0.0
512400.SH,南方中证申万有色金属ETF,cyclical,0,0.0,0.0
513120.SH,广发中证香港创新药ETF(QDII),healthcare,0,0.0,0.0
588200.SH,嘉实上证科创板芯片ETF,tmt,0,0.0,0.0
513330.SH,华夏恒生互联网科技业ETF(QDII),tmt,0,0.0,0.0
512100.SH,南方中证1000ETF,domestic_broad,0,0.0,0.0
513050.SH,易方达中证海外中国互联网50ETF(QDII),tmt,0,0.0,0.0
563360.SH,华泰柏瑞中证A500ETF,domestic_broad,0,0.0,0.0
515880.SH,国泰中证全指通信设备ETF,tmt,0,0.0,0.0
512880.SH,国泰中证全指证券公司ETF,financial,0,0.0,0.0
159732.SZ,华夏国证消费电子主题ETF,consumer,0,0.0,0.0
